year,section,field,label,raw_preview
2021-2022,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☐ Coed dorms ☐ Special housing for international students ☐ Men’s dorms ☐ Fraternity/sorority housing ☐ Women’s dorms ☐ Cooperative housing ☐ Apartments for married stud"
2021-2022,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator:  https://npc.collegeboard.org/app/brandeis Provide 2022-2023 academic year costs of attendance for the following categories that are applicable to your institution. ☒ Check here if your institution's 2022-2023 academic year cost
2021-2022,G,G1,". Undergraduate full-time tuition, required fees, room and board","G1. Undergraduate full-time tuition, required fees, room and board List the typical tuition, required fees, and room and board for a full-time undergraduate student for the FULL 2022-2023 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multiplying"
2021-2022,G,G2,. Number of credits per term a student can take for the stated full-time tuition.,G2. Number of credits per term a student can take for the stated full-time tuition. Minimum: 12 Maximum: 23
2021-2022,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☒ No"
2021-2022,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☒ No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1?  Click or tap here to enter text.%"
2021-2022,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,"G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Residents (living at home) (not living at home) Books and supplies: $1,000 $1,000 $1,000 Room only: $8,310 Board only: $1,200 $3,310 Room and board total* $11,620 Transportation: Varies by state $0 "
2021-2022,G,G6,. Undergraduate per-credit-hour charges (tuition only):,"G6. Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS: $1,856 PUBLIC INSTITUTIONS: In-district: In-state (out-of-district): Out-of-state: NONRESIDENT ALIENS:"
2021-2022,H,H1,. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using,"H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. ✓ If the data being reported are final figures for the 2020-2021 "
2021-2022,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time undergraduates who applied for and were awarded financial aid from any source. ✓ Aid that is non-need-based but that was used to meet need should be counted as need-based aid. ✓ Numbers s
2021-2022,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree- seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non- need-based scholarship or grant aid. ✓ Numbers should reflect the coh
2021-2022,H,H4,. Provide the number of students in the 2021 undergraduate class who started at your institution as first-time students,"H4. Provide the number of students in the 2021 undergraduate class who started at your institution as first-time students and received a bachelor's degree between July 1, 2020 and June 30, 2021. Exclude students who transferred into your institution.  734 H4 above) who borrowed from principal borro"
2021-2022,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2021-2022,H,H6,. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking,H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking nonresident aliens: ☒ Institutional need-based scholarship or grant aid is available ☒ Institutional non-need-based scholarship or grant aid is available ☐ Institutional scholars
2021-2022,H,H7,. Check off all financial aid forms nonresident alien first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident alien first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☒ CSS/Financial Aid PROFILE ☐ International Student’s Financial Aid Application ☒ International Student’s Certification of Finances ☒ Other: Noncustodial PR
2021-2022,H,H8,. Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit:,H8. Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit: ☒ FAFSA ☐ Institution’s own financial aid form ☒ CSS/Financial Aid PROFILE ☐ State aid form ☒ Noncustodial PROFILE ☐ Business/Farm Supplement ☒ Other: supplemental documents as requested
2021-2022,H,H9,. Indicate filing dates for first-year (freshman) students:,H9. Indicate filing dates for first-year (freshman) students: Priority date for filing required financial aid forms:  1/1 Deadline for filing required financial aid forms:  Click or tap here to enter text. ☐ No deadline for filing required forms (applications processed on a rolling basis)
2021-2022,H,H10,. Indicate notification dates for first-year (freshman) students (answer a or b):,H10. Indicate notification dates for first-year (freshman) students (answer a or b): ☒ Students notified on or about (date): 4/1 ☐ Students notified on a rolling basis. Starting date: Click or tap here to enter text.
2021-2022,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Students must reply by (date): May 1 or within Click or tap here to enter text. weeks of notification. Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2021-2022,H,H12,. Loans,H12. Loans ☒ Direct Subsidized Stafford Loans ☒ Direct Unsubsidized Stafford Loans ☒ Direct PLUS Loans ☐ Federal Perkins Loans ☐ Federal Nursing Loans ☒ State Loans ☒ College/university loans from institutional funds ☐ Other (specify): Click or tap here to enter text.
2021-2022,H,H13,. Need Based Scholarships and Grants,H13. Need Based Scholarships and Grants ☒ Federal Pell ☒ SEOG ☒ State scholarships/grants ☒ Private Scholarships ☒ College/university scholarship or grant aid from institutional funds ☐ United Negro College Fund ☐ Federal Nursing Scholarship ☐ Other (specify): Click or tap here to enter text.
2021-2022,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics ☒ ☐ Alumni affiliation ☐ ☐ Art ☐ ☐ Athletics ☐ ☐ Job skills ☐ ☐ ROTC ☐ Leadership ☐ ☐ Minority status ☐ ☐ Music/drama ☒ ☐ Religious affiliation ☐ ☐ State/district residency ☐ ☐
2021-2022,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below:  Brand"
