year,section,field,label,raw_preview
2021-2022,F,F3,ROTC (program offered in cooperation with Reserve Officers' Training Corps),"F3 ROTC (program offered in cooperation with Reserve Officers' Training Corps) At Cooperating Name of Cooperating On Campus Institution Institution Army ROTC is offered: X Naval ROTC is offered: X Air Force ROTC is offered: X Housing: Check all types of college-owned, -operated, or -affiliated housi"
2021-2022,F,F4,,"F4 at your institution. X Coed dorms X Men's dorms X Women's dorms X Apartments for married students X Apartments for single students Other Housing Options: X Special housing for disabled students Living-Learning Communities such as X Special housing for international students Global Scholars, Blue "
2021-2022,G,G0,Please provide the URL of your institution’s net price calculator:,G0 Please provide the URL of your institution’s net price calculator: https://npc.collegeboard.org/student/app/unc Provide 2022-23 academic year costs of attendance for the following categories that are applicable to your institution. Check here if your institution's 2022-23 academic year costs of a
2021-2022,G,G1,"Undergraduate full-time tuition, required fees, room and board","G1 Undergraduate full-time tuition, required fees, room and board List the typical tuition, required fees, and room and board for a full-time undergraduate student for the FULL 2022-2322 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multiplying "
2021-2022,G,G2,Number of credits per term a student can take for the stated full-time tuition                  12,G2 Number of credits per term a student can take for the stated full-time tuition 12 Yes No
2021-2022,G,G3,"Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?                                       X","G3 Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? X"
2021-2022,G,G4,Do tuition and fees vary by undergraduate instructional program?,"G4 Do tuition and fees vary by undergraduate instructional program? If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1? CDS-G Page 19 Common Data Set 2021-22"
2021-2022,G,G5,Provide the estimated expenses for a typical full-time undergraduate student:,"G5 Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Residents (living at home) (not living at home) Books and supplies $1,290 $1,290 $1,290 Room only $7,014 Board only $5,240 $5,240 Transportation $840 $840 $1,374 Other expenses $1,876 $1,876 $1,876"
2021-2022,G,G6,Undergraduate per-credit-hour charges (tuition only),G6 Undergraduate per-credit-hour charges (tuition only) PRIVATE INSTITUTIONS: PUBLIC INSTITUTIONS: In-district: In-state (out-of-district): Out-of-state: NONRESIDENT ALIENS: CDS-G Page 20 Common Data Set 2021-22
2021-2022,H,H1,Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the,"H1 Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. • If the data being reported are final figures for the 2020-21 aca"
2021-2022,H,H3,Which needs-analysis methodology does your institution use in awarding institutional aid?,H3 Which needs-analysis methodology does your institution use in awarding institutional aid? Federal methodology (FM) Institutional methodology (IM) X Both FM and IM Need-based $ Non-need-based $ (Include non-need-based aid (Exclude non-need-based aid used to meet need.) used to meet need.)
2021-2022,H,H2,Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time,H2 Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time undergraduates who applied for and were awarded financial aid from any source. • Aid that is non-need-based but that was used to meet need should be counted as need- based aid. • Numbers s
2021-2022,H,H2A,Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-,H2A Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full- time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need- based scholarship or grant aid. • Numbers should reflect the coho
2021-2022,H,H4,"institution as first-time students and received a bachelor's degree between July 1, 2020 and              3,964","H4 institution as first-time students and received a bachelor's degree between July 1, 2020 and 3,964 June 30, 2021. Exclude students who transferred into your institution. CDS-H Page 23 Common Data Set 2021-22 Number and percent of students in class (defined in H4 above) borrowing from federal, non"
2021-2022,H,H5,,"H5 sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student borrowing from federal and nonfederal (institutional, state, commercial) sources. • The numbers, percentages, and a"
2021-2022,H,H6,,H6 nonresident aliens: Institutional need-based scholarship or grant aid is available Institutional non-need-based scholarship or grant aid is available X Institutional scholarship or grant aid is not available If institutional financial aid is available for undergraduate degree-seeking nonresident 
2021-2022,H,H7,Check off all financial aid forms nonresident alien first-year financial aid applicants must submit:,H7 Check off all financial aid forms nonresident alien first-year financial aid applicants must submit: Institution’s own financial aid form CSS/Financial Aid PROFILE International Student’s Financial Aid Application International Student’s Certification of Finances Other (specify): Process for Firs
2021-2022,H,H8,Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit:,H8 Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit: X FAFSA Institution's own financial aid form X CSS/Financial Aid PROFILE State aid form Noncustodial PROFILE Business/Farm Supplement Other (specify):
2021-2022,H,H9,Indicate filing dates for first-year (freshman) students:,H9 Indicate filing dates for first-year (freshman) students: Priority date for filing required financial aid forms: 3/1 Deadline for filing required financial aid forms: No deadline for filing required forms (applications processed on a rolling basis)
2021-2022,H,H10,Indicate notification dates for first-year (freshman) students (answer a or b):,"H10 Indicate notification dates for first-year (freshman) students (answer a or b): a) Students notified on or about (date): Yes No b) Students notified on a rolling basis: X If yes, starting date: 1/31"
2021-2022,H,H11,Indicate reply dates:,H11 Indicate reply dates: Students must reply by (date): 5/1 or within _______ weeks of notification. Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2021-2022,H,H12,Loans,H12 Loans X Direct Subsidized Stafford Loans X Direct Unsubsidized Stafford Loans X Direct PLUS Loans Federal Perkins Loans Federal Nursing Loans X State Loans X College/university loans from institutional funds X Other (specify): Alternative loans CDS-H Page 25 Common Data Set 2021-22
2021-2022,H,H13,Scholarships and Grants,H13 Scholarships and Grants X Federal Pell X SEOG X State scholarships/grants X Private scholarships X College/university scholarship or grant aid from institutional funds United Negro College Fund Federal Nursing Scholarship X Other (specify): State grants
2021-2022,H,H14,Check off criteria used in awarding institutional aid. Check all that apply.,H14 Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics X X Alumni affiliation X Art X Athletics X Job skills ROTC Leadership X X Minority status Music/drama X Religious affiliation X State/district residency X If your institution has rece
2021-2022,H,H15,"more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain","H15 more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: The Carolina Covenant® program - a no-loans program for qualifying low-income students (whether in-state or out-of- state) who gain a"
2021-2022,I,I1,Full-Time          Part-Time          Total,I1 your institution’s payroll on the census date your institution uses for IPEDS/AAUP. The following definition of full-time instructional faculty is used by the American Association of University Professors (AAUP) in its annual Faculty Compensation Survey (the part time definitions are not used by 
2021-2022,I,I2,Student to Faculty Ratio,"I2 Student to Faculty Ratio Report the Fall 2021 ratio of full-time equivalent students (full-time plus 1/3 part time) to full-time equivalent instructional faculty (full time plus 1/3 part time). In the ratio calculations, exclude both faculty and students in stand-alone graduate or professional pr"
2021-2022,I,I3,Undergraduate Class Size,"I3 Undergraduate Class Size In the table below, please use the following definitions to report information about the size of classes and class sections offered in the Fall 2021 term. • Please include classes that have been moved online in response to the COVID-19 pandemic. Class Sections: A class se"
2021-2022,J,J1,"Degrees conferred between July 1, 2020 and June 30, 2021","J1 Degrees conferred between July 1, 2020 and June 30, 2021 For each of the following discipline areas, provide the percentage of diplomas/certificates, associate, and bachelor’s degrees awarded. To determine the percentage, use majors, not headcount (e.g., students with one degree but a double majo"
