year,section,field,label,raw_preview
2019-2020,D,D6,If a minimum high school grade point average is required,"D6 If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2019-2020,D,D7,If a minimum college grade point average is required of,"D7 If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2019-2020,D,D8,List any other application requirements specific to transfer applicants:,D8 List any other application requirements specific to transfer applicants: Letter of recommendation from Dean's Office Letter of recommendation from academic instructor Portfolio for the College of Art Portfolio for the College of Architecture
2019-2020,D,D9,"List application priority, closing, notification, and candidate reply dates for transfer students. If","D9 List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. D9 Priority Date Closing Date Notification Date Reply Date Rolling Admission D9 F"
2019-2020,D,D10,Yes             No,"D10 Yes No D10 Does an open admission policy, if reported, apply to X transfer students?"
2019-2020,D,D11,"Describe additional requirements for transfer admission, if applicable: Varies by academic interest","D11 Describe additional requirements for transfer admission, if applicable: Varies by academic interest Transfer Credit Policies"
2019-2020,D,D12,Report the lowest grade earned for any course that may,D12 Report the lowest grade earned for any course that may C or Pass be transferred for credit:
2019-2020,D,D13,Number        Unit Type,D13 Number Unit Type D13 Maximum number of credits or courses that may be 60 credit hours transferred from a two-year institution:
2019-2020,D,D14,Number        Unit Type,D14 Number Unit Type D14 Maximum number of credits or courses that may be 60 credit hours transferred from a four-year institution:
2019-2020,D,D15,Minimum number of credits that transfers must complete,D15 Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2019-2020,D,D16,Minimum number of credits that transfers must complete,D16 Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:
2019-2020,D,D17,Describe other transfer credit policies: See http://bulletin.wustl.edu for specific requirements,D17 Describe other transfer credit policies: See http://bulletin.wustl.edu for specific requirements Military Service Transfer Credit Policies
2019-2020,D,D18,Does your institution accept the following military/veteran transfer credits:,D18 Does your institution accept the following military/veteran transfer credits: Yes No American Council on Education (ACE) X College Level Examination Program (CLEP) X DANTES Subject Standardized Tests (DSST) X
2019-2020,D,D19,Number        Unit Type,D19 Number Unit Type Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE):
2019-2020,D,D20,Number        Unit Type,D20 Number Unit Type Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Yes No
2019-2020,D,D21,Are the military/veteran credit transfer policies on your website?        X,"D21 Are the military/veteran credit transfer policies on your website? X D21 If yes, please provide the URL where they can be located: https://ucollege.wustl.edu/resources/transfer-policies"
2019-2020,D,D22,Describe other military/veteran transfer credit policies unique to your institution:,D22 Describe other military/veteran transfer credit policies unique to your institution: CDS-D Washington University in St. Louis
2019-2020,E,E1,Special study options: Identify those programs available at your institution. Refer to the glossary,E1 Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. E1 Accelerated program X E1 Cooperative education program X E1 Cross-registration X E1 Distance learning E1 Double major X E1 Dual enrollment X E1 English as a Second Language (ESL
2019-2020,E,E2,This question has been removed from the Common Data Set.,E2 This question has been removed from the Common Data Set.
2019-2020,E,E3,Areas in which all or most students are required to complete some course,E3 Areas in which all or most students are required to complete some course work prior to graduation: E3 Arts/fine arts E3 Computer literacy E3 English (including composition) X E3 Foreign languages E3 History E3 Humanities E3 Mathematics E3 Philosophy E3 Sciences (biological or physical) E3 Social 
2019-2020,F,F1,"Percentages of first-time, first-year (freshman) degree-seeking students and degree-seeking","F1 Percentages of first-time, first-year (freshman) degree-seeking students and degree-seeking undergraduates enrolled in Fall 2019 who fit the following categories: F1 First-time, first-year (freshman) Undergraduates students F1 Percent who are from out of state (exclude international/nonresident a"
2019-2020,F,F2,Activities offered Identify those programs available at your institution.,F2 Activities offered Identify those programs available at your institution. F2 Campus Ministries X F2 Choral groups X F2 Concert band X F2 Dance X F2 Drama/theater X F2 International Student X Organization F2 Jazz band X F2 Literary magazine X F2 Marching band F2 Model UN X F2 Music ensembles X F2 
2019-2020,F,F3,ROTC (program offered in cooperation with Reserve Officers' Training Corps),F3 ROTC (program offered in cooperation with Reserve Officers' Training Corps) F3 At Cooperating Name of Cooperating On Campus Institution Institution F3 Army ROTC is offered: X F3 Naval ROTC is offered: F3 Air Force ROTC is offered: St. Louis University
2019-2020,F,F4,"Housing: Check all types of college-owned, -operated, or -affiliated housing available for","F4 Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. F4 Coed dorms X F4 Men's dorms F4 Women's dorms F4 Apartments for married students X F4 Apartments for single students X F4 Special housing for disabled X students F4 Spe"
2019-2020,G,G0,Please provide the URL of your institution’s net price calculator:,G0 Please provide the URL of your institution’s net price calculator: https://financialaid.wustl.edu/how-aid-works/cost-calculators Provide 2020-2021 academic year costs of attendance for the following categories that are applicable to your institution. Check here if your institution's 2020-2021 aca
2019-2020,G,G1,"Undergraduate full-time tuition, required fees, room and board List the typical tuition, required","G1 Undergraduate full-time tuition, required fees, room and board List the typical tuition, required fees, and room and board for a full-time undergraduate student for the FULL 2020-2021 academic year (30 semester or 45 quarter hours for institutions that derive annual tuition by multiplying credit "
2019-2020,G,G2,Minimum                 Maximum,G2 Minimum Maximum G2 Number of credits per term a student can take for the stated full-time tuition 12 21
2019-2020,G,G3,Yes                     No,"G3 Yes No G3 Do tuition and fees vary by year of study (e.g., X sophomore, junior, senior)?"
2019-2020,G,G4,Yes                     No,"G4 Yes No G4 Do tuition and fees vary by undergraduate instructional program? X G4 % G4 If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1? CDS-G Washington University in St. Louis"
2019-2020,G,G5,Provide the estimated expenses for a typical full-time undergraduate student:,"G5 Provide the estimated expenses for a typical full-time undergraduate student: G5 Commuters Commuters Residents (living at home) (not living at home) G5 Books and supplies $1,144 $1,144 $1,144 G5 Room only $12,000 G5 Board only $4,492 $5,402 G5 Room and board total (if your college cannot provide "
2019-2020,G,G6,Undergraduate per-credit-hour charges (tuition only),"G6 Undergraduate per-credit-hour charges (tuition only) G6 PRIVATE INSTITUTIONS: $2,346 G6 PUBLIC INSTITUTIONS In-district: G6 PUBLIC INSTITUTIONS In-state (out-of-district): G6 PUBLIC INSTITUTIONS Out-of-state: G6 NONRESIDENT ALIENS: CDS-G Washington University in St. Louis"
2019-2020,H,H1,2019-2020            2018-2019,"H1 2019-2020 2018-2019 estimated final H1 Indicate the academic year for which data are reported for items H1, X H1 Non-need- Need-based $ (Include non-need- based $ based aid used to (Exclude non-need- meet need.) based aid used to meet need.) H1 Scholarships/Grants H1 Federal $5,704,046 $0 H1 Stat"
2019-2020,H,H2,", H2A, and H6 below:","H2, H2A, and H6 below: H2 Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than- full-time undergraduates who applied for and were awarded financial aid from any source. Aid that is non- need-based but that was used to meet need should be counted as need-"
2019-2020,H,H3,Which needs-analysis methodology does your institution use in awarding institutional aid?,H3 Which needs-analysis methodology does your institution use in awarding institutional aid? H3 Federal methodology (FM) H3 Institutional methodology (IM) X H3 Both FM and IM H3 Incorporated into H1 above. Note: These are the graduates and loan types to include and exclude in order to fill out CDS H
2019-2020,H,H2A,Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number,H2A Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid. Numbers should reflect the cohort a
2019-2020,H,H4,Provide the number of students in the 2019 undergraduate class who started at your,"H4 Provide the number of students in the 2019 undergraduate class who started at your institution as first-time students and received a bachelor's degree between July 1, 2018 1,604 and June 30, 2019. Exclude students who transferred into your institution Number and percent of students in class (defi"
2019-2020,H,H5,"numbers, percentages, and averages for each row should be based only on the loan source specified for the particular row. For","H5 numbers, percentages, and averages for each row should be based only on the loan source specified for the particular row. For example, the federal loans average (row b) should only be the cumulative average of federal loans and the private loans average (row e) should only be the cumulative avera"
2019-2020,H,H6,Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-,H6 Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree- seeking nonresident aliens: H6 Institutional need-based scholarship or grant aid is available X H6 Institutional non-need-based scholarship or grant aid is available X H6 Institutional s
2019-2020,H,H7,Check off all financial aid forms nonresident alien first-year financial aid applicants must submit:,H7 Check off all financial aid forms nonresident alien first-year financial aid applicants must submit: H7 Institution’s own financial aid form H7 CSS/Financial Aid PROFILE X H7 International Student’s Financial Aid Application H7 International Student’s Certification of Finances H7 Other (specify):
2019-2020,H,H8,Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit:,H8 Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit: H8 FAFSA X H8 Institution's own financial aid form H8 CSS/Financial Aid PROFILE X H8 State aid form H8 Noncustodial PROFILE X H8 Business/Farm Supplement H8 Other (specify):
2019-2020,H,H9,Indicate filing dates for first-year (freshman) students:,H9 Indicate filing dates for first-year (freshman) students: H9 Priority date for filing required financial aid forms: H9 Deadline for filing required financial aid forms: ED I: Nov 15 ED II: Jan 15 RD: Feb 1 H9 No deadline for filing required forms (applications processed on a rolling basis):
2019-2020,H,H10,Indicate notification dates for first-year (freshman) students (answer a or b):,"H10 Indicate notification dates for first-year (freshman) students (answer a or b): H10 a) Students notified on or about (date): ED I: Dec 15 ED II: Feb 15 RD: Apr 1 H10 Yes No H10 b) Students notified on a rolling basis: X H10 If yes, starting date:"
2019-2020,H,H11,Indicate reply dates:,H11 Indicate reply dates: H11 Students must reply by (date): ED 1: Jan 2 ED II: Feb 28 RD: May 1 H11 or within _______ weeks of notification. CDS-H Washington University in St. Louis Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2019-2020,H,H12,Loans,H12 Loans H12 FEDERAL DIRECT STUDENT LOAN PROGRAM (DIRECT LOAN) H12 Direct Subsidized Stafford Loans X H12 Direct Unsubsidized Stafford Loans X H12 Direct PLUS Loans X H12 Federal Perkins Loans H12 Federal Nursing Loans H12 State Loans X H12 College/university loans from institutional funds X H12 Ot
2019-2020,H,H13,Scholarships and Grants,H13 Scholarships and Grants H13 NEED-BASED: H13 Federal Pell X H13 SEOG X H13 State scholarships/grants X H13 Private scholarships X H13 College/university scholarship or grant aid from institutional funds X H13 United Negro College Fund X H13 Federal Nursing Scholarship H13 Other (specify):
2019-2020,H,H14,Check off criteria used in awarding institutional aid. Check all that apply.,H14 Check off criteria used in awarding institutional aid. Check all that apply. H14 Non-Need Based Need-Based H14 Academics X H14 Alumni affiliation H14 Art X H14 Athletics H14 Job skills H14 ROTC X H14 Leadership X H14 Minority status H14 Music/drama H14 Religious affiliation H14 State/district re
2019-2020,H,H15,"If your institution has recently implemented any major financial aid policy, program, or","H15 If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: Financia"
2019-2020,I,I1,IPEDS/AAUP.,I1 IPEDS/AAUP. The following definition of full-time instructional faculty is used by the American Association of University Professors (AAUP) in its annual Faculty Compensation Survey (the part time definitions are not used by AAUP). Instructional Faculty is defined as those members of the instruct
2019-2020,I,I2,Student to Faculty Ratio,"I2 Student to Faculty Ratio Report the Fall 2019 ratio of full-time equivalent students (full-time plus 1/3 part time) to full-time equivalent instructional faculty (full time plus 1/3 part time). In the ratio calculations, exclude both faculty and students in stand-alone graduate or professional pr"
2019-2020,I,I3,Undergraduate Class Size,"I3 Undergraduate Class Size In the table below, please use the following definitions to report information about the size of classes and class sections offered in the Fall 2019 term. Class Sections: A class section is an organized course offered for credit, identified by discipline and number, meeti"
2019-2020,J,J1,"Degrees conferred between July 1, 2018 and June 30, 2019","J1 Degrees conferred between July 1, 2018 and June 30, 2019 J1 For each of the following discipline areas, provide the percentage of diplomas/certificates, associate, and bachelor’s degrees awarded. To determine the percentage, use majors, not headcount (e.g., students with one degree but a double m"
